;;;Context TM;;;;;Repetitions;;;;;100% Matches;;;;;95% - 99%;;;;;85% - 94%;;;;;75% - 84%;;;;;50% - 74%;;;;;No Match;;;;;Total
File;Tagging Errors;Chars/Word;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Characters;Placeables;Percent;Segments;Words;Placeables;Characters
GUID-AEA69358-9364-4616-8921-046967684B25.6.xml;0;11.767634854771784232365145228;79;237;2755;0;98.3402489626556;0;0;0;0;0.0;2;3;49;0;1.2448132780083;0;0;0;0;0.0;0;0;0;0;0.0;0;0;0;0;0.0;1;1;32;0;0.4149377593361;0;0;0;0;0.0;82;241;0;2836
GUID-B40824DE-CE30-4664-8958-82DB21205AC7.1.xml;0;5.184982935153583617747440273;4;5;40;0;0.341296928327645;3;25;107;0;1.70648464163823;43;133;728;0;9.07849829351536;19;37;251;0;2.52559726962457;1;7;34;0;0.477815699658703;8;70;388;0;4.77815699658703;37;330;1688;0;22.5255972696246;64;858;4360;0;58.5665529010239;179;1465;0;7596
